timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
2026-06-19T10:48:24.258646,0.287,0.045,-1.108,0.977,0.419,0.381
2026-06-19T10:48:24.366242,0.29,0.033,-1.094,1.022,0.106,0.251
2026-06-19T10:48:24.473786,0.29,0.031,-1.092,0.9,0.519,0.435
2026-06-19T10:48:24.581358,0.289,0.034,-1.096,0.847,0.572,0.145
2026-06-19T10:48:24.688952,0.295,0.032,-1.109,0.587,0.015,-1.954
2026-06-19T10:48:24.796588,0.293,0.024,-1.107,1.129,0.74,0.328
2026-06-19T10:48:24.904195,0.28,0.041,-1.099,1.236,0.648,0.29
2026-06-19T10:48:25.011922,0.283,0.032,-1.095,0.748,0.206,0.03
2026-06-19T10:48:25.119229,0.296,0.022,-1.091,0.74,0.473,0.038
2026-06-19T10:48:25.226802,0.292,0.034,-1.1,0.954,0.541,0.633
2026-06-19T10:48:25.334377,0.287,0.031,-1.096,1.03,0.152,0.282
2026-06-19T10:48:25.442050,0.291,0.034,-1.095,1.137,0.519,0.091
2026-06-19T10:48:25.549644,0.287,0.034,-1.103,0.633,0.19,0.435
2026-06-19T10:48:25.657245,0.286,0.046,-1.081,0.984,0.763,0.305
2026-06-19T10:48:25.764872,0.288,0.034,-1.088,1.053,0.61,0.328
2026-06-19T10:48:25.872556,0.289,0.03,-1.097,0.885,0.419,0.175
2026-06-19T10:48:25.980081,0.291,0.032,-1.093,0.839,0.503,0.221
2026-06-19T10:48:26.087412,0.287,0.034,-1.096,0.824,0.396,0.175
2026-06-19T10:48:26.195006,0.29,0.03,-1.093,0.717,0.549,0.198
2026-06-19T10:48:26.302758,0.286,0.03,-1.089,0.961,0.557,0.595
2026-06-19T10:48:26.410645,0.287,0.027,-1.095,1.007,0.32,0.381
2026-06-19T10:48:26.518217,0.285,0.031,-1.099,0.763,0.603,0.267
2026-06-19T10:48:26.625808,0.288,0.026,-1.098,0.954,0.358,0.129
2026-06-19T10:48:26.733412,0.29,0.031,-1.094,1.038,0.519,0.213
2026-06-19T10:48:26.841034,0.284,0.032,-1.101,1.022,0.068,0.183
2026-06-19T10:48:26.948631,0.295,0.034,-1.086,0.786,0.145,0.557
2026-06-19T10:48:27.056024,0.289,0.037,-1.107,0.961,0.526,0.458
2026-06-19T10:48:27.163598,0.287,0.036,-1.084,0.87,0.366,0.183
2026-06-19T10:48:27.271325,0.292,0.034,-1.098,0.717,0.328,0.19
2026-06-19T10:48:27.378897,0.289,0.017,-1.097,1.137,0.435,0.236
2026-06-19T10:48:27.486457,0.29,0.029,-1.101,0.984,0.343,0.45
2026-06-19T10:48:27.594121,0.289,0.03,-1.104,0.931,0.305,0.45
2026-06-19T10:48:27.701668,0.286,0.032,-1.094,0.709,0.48,0.221
2026-06-19T10:48:27.809393,0.291,0.03,-1.096,0.885,0.404,0.137
2026-06-19T10:48:27.917047,0.295,0.031,-1.093,0.992,0.458,0.328
2026-06-19T10:48:28.024390,0.293,0.032,-1.098,0.954,0.702,0.442
2026-06-19T10:48:28.132000,0.287,0.029,-1.09,0.984,0.213,0.351
2026-06-19T10:48:28.239650,0.289,0.034,-1.09,0.877,0.312,0.549
2026-06-19T10:48:28.347298,0.29,0.015,-1.098,0.854,0.16,0.29
2026-06-19T10:48:28.454889,0.286,0.032,-1.099,1.053,0.106,0.526
2026-06-19T10:48:28.562433,0.284,0.031,-1.112,1.083,0.198,0.396
2026-06-19T10:48:28.670074,0.291,0.026,-1.1,0.832,0.343,0.183
2026-06-19T10:48:28.777682,0.287,0.03,-1.084,1.206,0.816,0.473
2026-06-19T10:48:28.885357,0.288,0.037,-1.098,0.679,0.267,0.229
2026-06-19T10:48:28.993031,0.293,0.044,-1.089,0.816,0.251,0.206
2026-06-19T10:48:29.100463,0.295,0.032,-1.089,0.931,0.473,0.267
2026-06-19T10:48:29.207996,0.287,0.035,-1.086,1.114,0.389,0.435
2026-06-19T10:48:29.316499,0.288,0.027,-1.108,0.961,0.648,0.259
2026-06-19T10:48:29.424061,0.293,0.033,-1.098,0.702,1.908,0.167
2026-06-19T10:48:29.531683,0.294,0.025,-1.097,0.916,0.396,0.351
2026-06-19T10:48:29.639275,0.286,0.046,-1.099,1.152,0.496,0.251
2026-06-19T10:48:29.746879,0.281,0.029,-1.096,0.938,0.572,0.007
2026-06-19T10:48:29.854449,0.29,0.031,-1.094,0.755,0.236,0.137
2026-06-19T10:48:29.962121,0.292,0.032,-1.092,0.916,0.648,0.183
2026-06-19T10:48:30.069697,0.291,0.016,-1.094,1.091,0.61,0.29
2026-06-19T10:48:30.177281,0.289,0.033,-1.099,0.977,0.465,0.564
2026-06-19T10:48:30.284989,0.29,0.033,-1.09,0.786,0.366,0.297
2026-06-19T10:48:30.392580,0.288,0.03,-1.095,1.007,0.366,0.389
2026-06-19T10:48:30.500111,0.286,0.031,-1.095,1.015,0.564,0.488
2026-06-19T10:48:30.607773,0.286,0.037,-1.101,1.022,0.419,0.374
2026-06-19T10:48:30.715307,0.288,0.033,-1.078,0.824,0.396,0.267
2026-06-19T10:48:30.822881,0.293,0.028,-1.093,0.755,0.427,0.473
2026-06-19T10:48:30.930435,0.294,0.028,-1.092,0.938,0.633,0.129
2026-06-19T10:48:31.037846,0.289,0.032,-1.095,0.847,0.358,0.251
2026-06-19T10:48:31.145479,0.283,0.032,-1.108,0.618,0.656,0.366
2026-06-19T10:48:31.253055,0.287,0.03,-1.108,0.793,-1.938,0.274
2026-06-19T10:48:31.360788,0.288,0.032,-1.096,0.862,0.267,0.129
2026-06-19T10:48:31.468419,0.291,0.029,-1.081,0.778,0.618,0.297
2026-06-19T10:48:31.575977,0.288,0.033,-1.08,0.503,0.022,0.274
2026-06-19T10:48:31.683517,0.293,0.025,-1.092,0.412,0.671,0.496
2026-06-19T10:48:31.791146,0.286,0.033,-1.106,0.526,1.122,0.61
2026-06-19T10:48:31.898804,0.288,0.026,-1.105,0.519,0.106,0.099
2026-06-19T10:48:32.007488,0.294,0.045,-1.083,0.648,0.633,0.145
2026-06-19T10:48:32.114879,0.281,0.037,-1.107,0.809,0.488,0.305
2026-06-19T10:48:32.222427,0.294,0.038,-1.094,0.755,1.946,0.297
2026-06-19T10:48:32.330058,0.29,0.032,-1.094,0.931,0.351,0.351
2026-06-19T10:48:32.437684,0.291,0.029,-1.097,0.877,0.778,0.19
2026-06-19T10:48:32.545322,0.283,0.034,-1.117,1.083,1.404,0.465
2026-06-19T10:48:32.652922,0.292,0.032,-1.1,1.083,0.274,0.274
2026-06-19T10:48:32.760573,0.305,0.031,-1.093,0.442,0.633,0.244
2026-06-19T10:48:32.868143,0.292,0.037,-1.092,0.786,0.312,-1.908
2026-06-19T10:48:32.975770,0.286,0.033,-1.095,1.259,0.694,0.534
2026-06-19T10:48:33.083152,0.291,0.034,-1.093,0.893,0.793,0.412
2026-06-19T10:48:33.190758,0.292,0.028,-1.099,0.748,0.374,0.45
2026-06-19T10:48:33.298364,0.288,0.03,-1.098,0.641,0.198,0.259
2026-06-19T10:48:33.407134,0.299,0.025,-1.087,0.809,0.343,0.374
2026-06-19T10:48:33.514755,0.281,0.041,-1.079,1.145,1.122,0.526
2026-06-19T10:48:33.622351,0.289,0.032,-1.09,0.954,0.022,0.083
2026-06-19T10:48:33.730004,0.295,0.026,-1.096,0.893,0.251,0.152
2026-06-19T10:48:33.837696,0.288,0.029,-1.093,1.305,0.709,1.9
2026-06-19T10:48:33.945331,0.29,0.03,-1.095,1.19,0.488,0.412
2026-06-19T10:48:34.052779,0.285,0.035,-1.1,0.641,0.152,0.114
2026-06-19T10:48:34.160369,0.297,0.033,-1.104,0.725,0.16,0.0
2026-06-19T10:48:34.268094,0.294,0.029,-1.101,1.343,0.816,0.427
2026-06-19T10:48:34.375728,0.289,0.032,-1.093,1.045,0.229,0.274
2026-06-19T10:48:34.483354,0.289,0.026,-1.109,0.694,0.022,0.236
2026-06-19T10:48:34.590892,0.287,0.03,-1.106,1.206,0.305,0.389
2026-06-19T10:48:34.698446,0.292,0.036,-1.1,0.748,0.29,0.282
2026-06-19T10:48:34.806179,0.284,0.024,-1.084,1.16,0.305,0.206
2026-06-19T10:48:34.913826,0.29,0.03,-1.098,0.74,0.312,0.465
2026-06-19T10:48:35.021122,0.291,0.034,-1.096,0.549,0.061,0.503
2026-06-19T10:48:35.128725,0.288,0.026,-1.088,0.961,0.694,0.312
2026-06-19T10:48:35.236428,0.28,0.04,-1.1,1.03,0.282,0.137
2026-06-19T10:48:35.344013,0.296,0.016,-1.108,0.709,0.068,0.221
2026-06-19T10:48:35.451545,0.292,0.035,-1.089,0.396,0.374,0.129
2026-06-19T10:48:35.559203,0.285,0.023,-1.118,1.931,0.625,0.335
2026-06-19T10:48:35.666790,0.287,0.022,-1.091,0.641,0.389,0.175
2026-06-19T10:48:35.774361,0.29,0.045,-1.093,0.854,0.0,0.335
2026-06-19T10:48:35.882022,0.291,0.033,-1.08,0.717,0.396,0.206
2026-06-19T10:48:35.989697,0.286,0.033,-1.091,0.809,0.374,0.442
2026-06-19T10:48:36.097019,0.286,0.029,-1.093,0.992,0.305,0.221
2026-06-19T10:48:36.204626,0.294,0.033,-1.103,0.954,0.633,0.381
2026-06-19T10:48:36.312280,0.287,0.029,-1.094,0.854,0.511,0.366
2026-06-19T10:48:36.419972,0.293,0.029,-1.106,0.916,0.259,0.251
2026-06-19T10:48:36.527543,0.288,0.023,-1.1,0.969,0.58,0.419
2026-06-19T10:48:36.635149,0.292,0.029,-1.096,0.77,0.45,0.076
2026-06-19T10:48:36.742760,0.291,0.03,-1.097,1.03,0.404,0.091
2026-06-19T10:48:36.850324,0.286,0.031,-1.098,0.916,0.267,0.343
2026-06-19T10:48:36.958074,0.287,0.032,-1.099,1.145,0.396,0.32
2026-06-19T10:48:37.065723,0.289,0.029,-1.109,0.618,0.282,0.297
2026-06-19T10:48:37.173324,0.293,0.031,-1.095,0.885,0.541,0.007
2026-06-19T10:48:37.281027,0.293,0.032,-1.093,0.786,0.412,0.251
2026-06-19T10:48:37.388650,0.286,0.031,-1.099,0.839,0.259,0.251
2026-06-19T10:48:37.496326,0.292,0.035,-1.095,0.778,0.259,0.244
2026-06-19T10:48:37.603967,0.288,0.029,-1.098,0.916,0.557,0.343
2026-06-19T10:48:37.711518,0.292,0.031,-1.096,0.748,0.236,0.404
2026-06-19T10:48:37.819208,0.291,0.034,-1.097,0.854,0.274,0.198
2026-06-19T10:48:37.926804,0.294,0.025,-1.095,0.885,0.091,0.206
2026-06-19T10:48:38.034433,0.291,0.029,-1.096,0.816,0.343,0.244
2026-06-19T10:48:38.142068,0.292,0.024,-1.098,0.717,0.381,0.122
2026-06-19T10:48:38.249680,0.291,0.034,-1.106,1.145,0.801,0.282
2026-06-19T10:48:38.357353,0.291,0.046,-1.096,0.885,0.167,0.61
2026-06-19T10:48:38.464963,0.294,0.031,-1.095,0.549,0.259,0.244
2026-06-19T10:48:38.572548,0.29,0.032,-1.096,0.977,0.351,0.328
2026-06-19T10:48:38.680159,0.287,0.037,-1.092,0.885,0.641,0.526
2026-06-19T10:48:38.787781,0.289,0.036,-1.098,0.839,0.206,0.465
2026-06-19T10:48:38.895334,0.292,0.033,-1.1,1.007,0.328,0.198
2026-06-19T10:48:39.003971,0.29,0.028,-1.093,0.809,0.236,0.427
2026-06-19T10:48:39.111301,0.29,0.033,-1.095,0.847,0.267,0.488
2026-06-19T10:48:39.218845,0.29,0.031,-1.095,0.961,0.343,0.435
2026-06-19T10:48:39.326558,0.289,0.032,-1.103,0.938,0.274,0.282
2026-06-19T10:48:39.434111,0.291,0.035,-1.096,1.114,0.419,0.381
2026-06-19T10:48:39.541656,0.289,0.028,-1.096,0.885,0.19,0.167
2026-06-19T10:48:39.649257,0.29,0.029,-1.1,0.908,0.32,0.267
2026-06-19T10:48:39.756866,0.289,0.027,-1.091,0.732,0.48,1.786
2026-06-19T10:48:39.864481,0.293,0.031,-1.092,0.641,0.152,0.236
2026-06-19T10:48:39.972053,0.289,0.017,-1.093,0.969,0.274,0.396
2026-06-19T10:48:40.079374,0.289,0.03,-1.102,0.809,0.274,0.381
2026-06-19T10:48:40.186939,0.291,0.032,-1.097,0.954,0.496,0.427
2026-06-19T10:48:40.294537,0.292,0.03,-1.098,1.045,0.389,0.374
2026-06-19T10:48:40.402174,0.289,0.032,-1.097,0.725,0.396,0.015
2026-06-19T10:48:40.509720,0.292,0.015,-1.081,0.893,0.236,0.343
2026-06-19T10:48:40.617381,0.289,0.03,-1.098,0.862,0.229,0.083
2026-06-19T10:48:40.724973,0.292,0.03,-1.103,0.916,0.129,0.053
2026-06-19T10:48:40.832642,0.287,0.028,-1.097,0.946,0.435,0.236
2026-06-19T10:48:40.940333,0.295,0.031,-1.093,0.801,0.374,0.335
2026-06-19T10:48:41.047935,0.296,0.015,-1.08,0.954,0.32,0.29
2026-06-19T10:48:41.155556,0.291,0.034,-1.097,0.847,0.435,0.412
2026-06-19T10:48:41.263179,0.287,0.032,-1.098,0.74,0.305,0.061
2026-06-19T10:48:41.370851,0.291,0.034,-1.098,0.885,0.618,0.221
2026-06-19T10:48:41.478362,0.29,0.029,-1.106,0.854,0.48,0.244
2026-06-19T10:48:41.586007,0.287,0.044,-1.095,0.801,0.496,1.931
2026-06-19T10:48:41.693683,0.291,0.031,-1.091,1.022,0.404,0.045
2026-06-19T10:48:41.801406,0.29,0.031,-1.094,1.106,0.702,0.129
2026-06-19T10:48:41.909047,0.296,0.023,-1.089,0.671,0.381,0.236
2026-06-19T10:48:42.016680,0.289,0.028,-1.09,0.908,0.206,0.251
2026-06-19T10:48:42.124314,0.29,0.033,-1.096,1.076,0.381,0.16
2026-06-19T10:48:42.231903,0.291,0.029,-1.093,0.885,0.412,0.389
2026-06-19T10:48:42.339491,0.288,0.015,-1.097,0.694,0.335,0.358
2026-06-19T10:48:42.447101,0.291,0.027,-1.081,1.198,0.786,0.503
2026-06-19T10:48:42.554714,0.285,0.029,-1.096,0.809,0.335,0.03
2026-06-19T10:48:42.662345,0.289,0.026,-1.084,0.656,0.16,0.274
2026-06-19T10:48:42.769950,0.288,0.027,-1.09,1.038,0.801,0.404
2026-06-19T10:48:42.877528,0.288,0.037,-1.093,0.763,0.19,0.335
2026-06-19T10:48:42.985145,0.29,0.029,-1.109,1.19,0.671,0.198
2026-06-19T10:48:43.092482,0.289,0.028,-1.098,0.702,0.381,0.114
2026-06-19T10:48:43.200073,0.295,0.03,-1.09,0.496,0.45,0.259
2026-06-19T10:48:43.307717,0.286,0.017,-1.096,1.038,0.793,0.396
2026-06-19T10:48:43.415345,0.29,0.031,-1.098,0.77,0.053,0.32
2026-06-19T10:48:43.522877,0.294,0.026,-1.093,0.725,0.412,0.213
2026-06-19T10:48:43.630424,0.29,0.029,-1.098,1.022,0.664,0.572
2026-06-19T10:48:43.738107,0.29,0.036,-1.098,1.076,0.587,0.351
2026-06-19T10:48:43.845712,0.29,0.031,-1.09,0.9,0.221,0.274
2026-06-19T10:48:43.953491,0.291,0.034,-1.089,0.862,0.503,0.572
2026-06-19T10:48:44.061122,0.289,0.033,-1.102,1.083,0.587,0.503
2026-06-19T10:48:44.168822,0.289,0.036,-1.101,1.038,0.129,0.312
2026-06-19T10:48:44.276550,0.289,0.027,-1.099,0.992,0.648,0.366
2026-06-19T10:48:44.384108,0.291,0.035,-1.091,0.969,0.343,0.244
2026-06-19T10:48:44.491765,0.286,0.027,-1.106,1.076,0.656,0.229
2026-06-19T10:48:44.599310,0.307,0.038,-1.092,0.519,0.503,0.16
2026-06-19T10:48:44.706876,0.294,0.026,-1.094,0.977,0.404,0.083
2026-06-19T10:48:44.814455,0.289,0.034,-1.096,0.694,0.038,0.083
2026-06-19T10:48:44.922176,0.299,0.026,-1.098,0.358,0.183,0.305
2026-06-19T10:48:45.029508,0.294,0.026,-1.092,0.977,0.366,0.374
2026-06-19T10:48:45.137047,0.283,0.04,-1.097,1.099,0.618,0.221
2026-06-19T10:48:45.244702,0.289,0.042,-1.091,0.679,0.305,0.366
2026-06-19T10:48:45.352327,0.29,0.028,-1.094,1.106,0.419,1.862
2026-06-19T10:48:45.459891,0.292,0.033,-1.096,0.755,0.435,0.167
2026-06-19T10:48:45.567416,0.285,0.031,-1.098,0.755,0.351,0.435
2026-06-19T10:48:45.675023,0.292,0.029,-1.098,0.755,0.137,0.0
2026-06-19T10:48:45.782671,0.291,0.031,-1.097,1.068,0.465,0.503
2026-06-19T10:48:45.890260,0.285,0.032,-1.106,0.755,0.633,0.213
2026-06-19T10:48:45.997878,0.289,0.031,-1.097,0.557,0.145,0.053
2026-06-19T10:48:46.105242,0.288,0.031,-1.08,0.885,0.167,0.305
2026-06-19T10:48:46.212884,0.291,0.046,-1.083,0.709,0.595,0.221
2026-06-19T10:48:46.320505,0.293,0.03,-1.099,0.893,0.366,0.221
2026-06-19T10:48:46.428048,0.286,0.033,-1.102,0.885,0.77,0.282
2026-06-19T10:48:46.535628,0.283,0.035,-1.103,0.969,0.236,0.167
2026-06-19T10:48:46.643235,0.289,0.016,-1.102,0.519,0.16,0.229
2026-06-19T10:48:46.750930,0.294,0.033,-1.101,0.778,0.244,0.282
2026-06-19T10:48:46.858519,0.29,0.03,-1.101,1.03,0.16,0.251
2026-06-19T10:48:46.966138,0.287,0.03,-1.097,1.045,0.503,0.473
2026-06-19T10:48:47.073588,0.294,0.035,-1.095,0.816,1.916,0.374
2026-06-19T10:48:47.181137,0.291,0.03,-1.096,0.954,0.625,0.221
2026-06-19T10:48:47.288723,0.29,0.031,-1.095,1.03,0.396,0.427
2026-06-19T10:48:47.396332,0.287,0.031,-1.09,0.885,0.366,0.404
2026-06-19T10:48:47.503875,0.295,0.034,-1.108,0.847,0.564,0.381
2026-06-19T10:48:47.611377,0.294,0.045,-1.107,0.854,0.068,0.305
2026-06-19T10:48:47.718921,0.292,0.028,-1.101,0.717,0.374,0.328
2026-06-19T10:48:47.826446,0.289,0.029,-1.087,0.984,0.671,0.244
2026-06-19T10:48:47.934122,0.288,0.046,-1.095,1.091,0.809,0.213
2026-06-19T10:48:48.041512,0.289,0.033,-1.097,0.74,0.343,0.19
2026-06-19T10:48:48.149044,0.291,0.027,-1.095,0.786,0.32,0.198
2026-06-19T10:48:48.256620,0.288,0.03,-1.095,0.908,0.687,0.137
2026-06-19T10:48:48.364255,0.291,0.025,-1.099,0.862,0.328,0.091
2026-06-19T10:48:48.471848,0.292,0.03,-1.1,0.893,0.778,0.114
2026-06-19T10:48:48.579381,0.29,0.036,-1.106,1.259,1.022,0.328
2026-06-19T10:48:48.686989,0.284,0.041,-1.108,0.488,0.374,0.068
2026-06-19T10:48:48.794601,0.301,0.026,-1.094,0.664,0.404,0.16
2026-06-19T10:48:48.902243,0.291,0.029,-1.093,1.343,0.77,0.183
2026-06-19T10:48:49.010163,0.284,0.016,-1.109,1.0,0.129,0.206
2026-06-19T10:48:49.117595,0.286,0.031,-1.098,0.992,0.435,0.175
2026-06-19T10:48:49.225150,0.285,0.031,-1.093,0.595,0.015,0.213
2026-06-19T10:48:49.332755,0.294,0.046,-1.097,1.122,0.29,0.183
2026-06-19T10:48:49.440439,0.284,0.015,-1.1,1.03,0.557,0.251
2026-06-19T10:48:49.547976,0.293,0.033,-1.099,0.839,0.435,0.015
2026-06-19T10:48:49.655529,0.288,0.03,-1.101,0.717,0.45,0.045
2026-06-19T10:48:49.763189,0.293,0.026,-1.095,0.809,0.702,0.129
2026-06-19T10:48:49.870780,0.286,0.032,-1.1,1.045,0.488,0.061
2026-06-19T10:48:49.978317,0.291,0.043,-1.103,0.885,0.145,0.48
2026-06-19T10:48:50.085632,0.29,0.026,-1.101,0.648,0.236,0.03
2026-06-19T10:48:50.193260,0.284,0.026,-1.099,1.29,0.816,0.343
2026-06-19T10:48:50.300885,0.285,0.037,-1.104,1.099,0.671,0.183
2026-06-19T10:48:50.408538,0.291,0.024,-1.092,0.832,0.213,0.152
2026-06-19T10:48:50.516072,0.296,0.025,-1.087,0.633,0.259,0.29
2026-06-19T10:48:50.623670,0.287,0.032,-1.099,0.992,0.351,1.816
2026-06-19T10:48:50.731284,0.291,0.03,-1.095,0.755,0.427,0.274
2026-06-19T10:48:50.838855,0.289,0.031,-1.079,1.083,0.519,0.213
2026-06-19T10:48:50.946435,0.288,0.03,-1.09,0.687,0.343,0.274
2026-06-19T10:48:51.053884,0.291,0.029,-1.083,0.87,0.374,0.236
2026-06-19T10:48:51.161513,0.295,0.027,-1.083,0.931,0.259,0.305
2026-06-19T10:48:51.269123,0.292,0.028,-1.098,0.961,0.267,0.48
2026-06-19T10:48:51.376700,0.292,0.032,-1.101,1.068,0.374,0.038
2026-06-19T10:48:51.484295,0.286,0.035,-1.097,0.786,0.633,0.213
2026-06-19T10:48:51.591867,0.293,0.035,-1.1,0.732,0.015,0.129
2026-06-19T10:48:51.699453,0.296,0.03,-1.1,0.816,0.419,0.022
2026-06-19T10:48:51.807086,0.292,0.032,-1.091,1.19,0.45,0.358
2026-06-19T10:48:51.914771,0.288,0.028,-1.093,0.9,0.053,0.206
2026-06-19T10:48:52.022138,0.288,0.031,-1.098,0.809,0.175,0.076
2026-06-19T10:48:52.129692,0.29,0.029,-1.107,0.931,0.351,0.358
2026-06-19T10:48:52.237333,0.287,0.026,-1.095,0.938,0.877,0.206
2026-06-19T10:48:52.344954,0.287,0.035,-1.095,0.923,0.664,0.312
2026-06-19T10:48:52.452647,0.291,0.032,-1.101,1.038,0.45,0.259
2026-06-19T10:48:52.560237,0.293,0.027,-1.109,0.572,0.442,0.274
2026-06-19T10:48:52.667876,0.296,0.029,-1.1,1.045,0.29,0.267
2026-06-19T10:48:52.775436,0.285,0.033,-1.095,1.038,0.595,0.236
2026-06-19T10:48:52.883054,0.286,0.035,-1.103,0.977,0.625,0.137
2026-06-19T10:48:52.990668,0.292,0.023,-1.087,0.839,0.19,0.244
2026-06-19T10:48:53.098002,0.291,0.026,-1.095,1.183,0.893,0.435
2026-06-19T10:48:53.205599,0.288,0.032,-1.1,1.0,0.458,0.297
2026-06-19T10:48:53.313278,0.289,0.028,-1.095,0.488,0.122,0.297
2026-06-19T10:48:53.420902,0.291,0.03,-1.094,1.0,0.755,0.236
2026-06-19T10:48:53.528468,0.288,0.031,-1.095,0.916,0.488,0.213
2026-06-19T10:48:53.636046,0.294,0.031,-1.101,0.885,0.458,0.259
2026-06-19T10:48:53.743609,0.288,0.029,-1.097,0.984,0.458,0.083
2026-06-19T10:48:53.851347,0.291,0.033,-1.09,1.053,0.274,0.374
2026-06-19T10:48:53.958916,0.286,0.03,-1.099,0.679,0.381,-1.9
2026-06-19T10:48:54.066180,0.294,0.03,-1.098,0.625,0.183,0.145
2026-06-19T10:48:54.173683,0.291,0.03,-1.097,0.946,0.519,0.465
2026-06-19T10:48:54.281382,0.29,0.036,-1.089,0.809,0.427,0.389
2026-06-19T10:48:54.389053,0.29,0.042,-1.082,0.992,0.48,0.458
2026-06-19T10:48:54.496612,0.291,0.032,-1.097,0.801,0.885,0.267
2026-06-19T10:48:54.604202,0.293,0.032,-1.096,1.068,0.183,0.137
2026-06-19T10:48:54.711809,0.286,0.027,-1.092,0.786,0.549,0.297
2026-06-19T10:48:54.819394,0.293,0.03,-1.093,0.351,0.374,0.16
2026-06-19T10:48:54.927030,0.283,0.026,-1.099,0.954,0.335,0.374
2026-06-19T10:48:55.034275,0.291,0.029,-1.095,0.946,0.549,0.419
2026-06-19T10:48:55.141849,0.29,0.015,-1.093,0.77,0.58,0.106
2026-06-19T10:48:55.249445,0.289,0.034,-1.09,0.679,0.725,1.923
2026-06-19T10:48:55.357135,0.288,0.035,-1.095,1.015,0.618,0.297
2026-06-19T10:48:55.464741,0.283,0.031,-1.098,0.877,0.45,0.45
2026-06-19T10:48:55.572371,0.304,0.018,-1.1,0.412,0.618,0.32
2026-06-19T10:48:55.679985,0.292,0.021,-1.094,0.954,0.419,0.198
2026-06-19T10:48:55.787628,0.285,0.046,-1.099,0.916,0.87,0.488
2026-06-19T10:48:55.895267,0.29,0.032,-1.078,0.549,0.541,0.305
2026-06-19T10:48:56.003869,0.293,0.033,-1.093,0.931,0.732,0.19
2026-06-19T10:48:56.111618,0.288,0.037,-1.079,0.732,1.114,0.229
2026-06-19T10:48:56.219629,0.291,0.042,-1.108,0.458,0.19,0.114
2026-06-19T10:48:56.327362,0.303,0.033,-1.097,0.946,0.312,0.488
2026-06-19T10:48:56.434938,0.293,0.03,-1.096,1.16,0.358,0.29
2026-06-19T10:48:56.542478,0.287,0.033,-1.099,0.954,0.648,0.137
2026-06-19T10:48:56.650101,0.292,0.025,-1.104,0.687,0.541,0.396
2026-06-19T10:48:56.757673,0.29,0.027,-1.081,0.946,0.458,0.389
2026-06-19T10:48:56.865752,0.292,0.034,-1.093,0.923,0.824,0.473
2026-06-19T10:48:56.973378,0.288,0.037,-1.091,0.74,0.664,-1.954
2026-06-19T10:48:57.080743,0.286,0.039,-1.097,0.87,1.045,0.343
2026-06-19T10:48:57.188409,0.301,0.025,-1.121,1.007,1.923,0.328
2026-06-19T10:48:57.296024,0.298,0.028,-1.095,0.801,0.366,0.213
2026-06-19T10:48:57.403600,0.29,0.033,-1.102,0.351,0.145,0.251
2026-06-19T10:48:57.511212,0.293,0.034,-1.083,1.053,0.335,0.458
2026-06-19T10:48:57.618800,0.296,0.041,-1.074,0.816,0.358,0.458
2026-06-19T10:48:57.726371,0.282,0.035,-1.098,1.03,1.251,0.045
2026-06-19T10:48:57.833983,0.285,0.031,-1.1,0.175,0.259,0.068
2026-06-19T10:48:57.941615,0.293,0.02,-1.092,1.114,0.572,0.16
2026-06-19T10:48:58.049350,0.287,0.032,-1.097,1.198,0.656,0.221
2026-06-19T10:48:58.157410,0.291,0.03,-1.091,1.0,0.236,0.19
2026-06-19T10:48:58.265519,0.287,0.032,-1.078,0.824,0.183,0.083
2026-06-19T10:48:58.373421,0.293,0.028,-1.094,0.778,-1.854,0.427
2026-06-19T10:48:58.481313,0.295,0.033,-1.084,1.175,0.496,0.236
2026-06-19T10:48:58.588914,0.287,0.026,-1.098,1.076,0.366,0.458
2026-06-19T10:48:58.696631,0.289,0.029,-1.096,0.854,0.03,0.114
2026-06-19T10:48:58.804345,0.289,0.031,-1.091,0.809,0.152,0.076
2026-06-19T10:48:58.911954,0.29,0.03,-1.094,0.717,0.374,0.16
2026-06-19T10:48:59.019268,0.286,0.017,-1.083,0.984,0.603,0.366
2026-06-19T10:48:59.126811,0.29,0.032,-1.096,0.603,0.312,0.015
2026-06-19T10:48:59.234371,0.291,0.031,-1.091,0.809,0.152,0.198
2026-06-19T10:48:59.341989,0.285,0.033,-1.094,0.961,0.366,0.312
2026-06-19T10:48:59.449641,0.289,0.03,-1.102,0.557,0.229,0.312
2026-06-19T10:48:59.557232,0.289,0.033,-1.093,0.908,0.48,0.137
2026-06-19T10:48:59.664924,0.291,0.046,-1.1,0.656,0.496,0.404
2026-06-19T10:48:59.772797,0.291,0.036,-1.095,1.19,0.824,0.419
2026-06-19T10:48:59.880487,0.291,0.032,-1.081,0.671,1.946,0.198
2026-06-19T10:48:59.988049,0.295,0.03,-1.096,0.809,0.511,0.137
2026-06-19T10:49:00.095389,0.287,0.03,-1.1,1.198,0.251,0.29
2026-06-19T10:49:00.202892,0.287,0.029,-1.104,0.854,0.862,0.32
2026-06-19T10:49:00.310542,0.288,0.028,-1.096,0.778,0.534,0.267
2026-06-19T10:49:00.418123,0.292,0.035,-1.092,0.931,0.198,0.213
2026-06-19T10:49:00.525697,0.29,0.027,-1.096,0.877,0.106,0.259
2026-06-19T10:49:00.633327,0.289,0.015,-1.099,0.954,0.618,0.129
2026-06-19T10:49:00.740908,0.288,0.031,-1.098,0.931,0.022,0.458
